user_id,device,country,campaign_name,channel,signup_date,first_purchase_date,total_purchases,lifetime_value,customer_segment
4059,mobile,Canada,Organic Search,Organic,2025-11-12,,0,0.0,Non-Purchaser
4060,tablet,USA,Organic Search,Organic,2025-12-31,,0,0.0,Non-Purchaser
4061,desktop,Canada,Facebook Ads - Retargeting,Facebook,2025-07-22,2025-07-22,3,198.36,Repeat Customer
4062,tablet,Canada,Organic Search,Organic,2025-07-15,,0,0.0,Non-Purchaser
4063,mobile,Canada,Google Search - Generic,Google Ads,2025-09-27,2025-10-02,1,39.9,One-time Buyer
4064,mobile,Canada,Google Search - Generic,Google Ads,2025-07-18,,0,0.0,Non-Purchaser
4065,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-10-31,2025-11-16,1,63.9,One-time Buyer
4066,desktop,Canada,Google Search - Generic,Google Ads,2025-07-07,,0,0.0,Non-Purchaser
4067,tablet,USA,Email Newsletter,Email,2025-07-09,2025-07-22,2,131.01,Repeat Customer
4068,mobile,USA,Organic Search,Organic,2025-12-31,,0,0.0,Non-Purchaser
4069,desktop,Australia,Organic Search,Organic,2025-09-07,,0,0.0,Non-Purchaser
4070,mobile,UK,Google Search - Generic,Google Ads,2025-10-23,,0,0.0,Non-Purchaser
4071,mobile,Australia,YouTube Ads,YouTube,2025-07-24,2025-07-28,1,90.51,One-time Buyer
4072,mobile,USA,Google Search - Brand,Google Ads,2025-09-07,2025-09-12,2,320.43,Repeat Customer
4073,mobile,UK,Google Search - Brand,Google Ads,2025-08-25,,0,0.0,Non-Purchaser
4074,desktop,USA,Google Search - Brand,Google Ads,2025-08-26,,0,0.0,Non-Purchaser
4075,mobile,UK,Direct Traffic,Direct,2025-09-08,2025-09-10,1,42.42,One-time Buyer
4076,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-08-22,,0,0.0,Non-Purchaser
4077,mobile,USA,Google Search - Brand,Google Ads,2025-08-04,,0,0.0,Non-Purchaser
4078,mobile,USA,Google Search - Generic,Google Ads,2025-07-20,,0,0.0,Non-Purchaser
4079,mobile,Canada,Google Search - Brand,Google Ads,2025-09-28,,0,0.0,Non-Purchaser
4080,mobile,USA,Google Search - Brand,Google Ads,2025-07-16,,0,0.0,Non-Purchaser
4081,mobile,India,Facebook Ads - Retargeting,Facebook,2025-09-10,,0,0.0,Non-Purchaser
4082,desktop,USA,YouTube Ads,YouTube,2025-07-17,,0,0.0,Non-Purchaser
4083,tablet,USA,Email Newsletter,Email,2025-08-29,,0,0.0,Non-Purchaser
4084,mobile,USA,Instagram Influencer,Instagram,2025-09-22,,0,0.0,Non-Purchaser
4085,mobile,Australia,Organic Search,Organic,2025-07-16,,0,0.0,Non-Purchaser
4086,mobile,USA,Email Newsletter,Email,2025-07-04,,0,0.0,Non-Purchaser
4087,desktop,USA,Direct Traffic,Direct,2025-07-09,,0,0.0,Non-Purchaser
4088,mobile,Canada,Organic Search,Organic,2025-08-26,,0,0.0,Non-Purchaser
4089,mobile,USA,Email Newsletter,Email,2025-10-24,,0,0.0,Non-Purchaser
4090,mobile,Canada,Facebook Ads - Retargeting,Facebook,2025-07-03,2025-08-17,1,78.25,One-time Buyer
4091,tablet,USA,Google Search - Generic,Google Ads,2025-09-19,,0,0.0,Non-Purchaser
4092,mobile,UK,Organic Search,Organic,2025-07-26,,0,0.0,Non-Purchaser
4093,mobile,USA,Organic Search,Organic,2025-08-09,,0,0.0,Non-Purchaser
4094,tablet,UK,Google Search - Generic,Google Ads,2025-12-09,,0,0.0,Non-Purchaser
4095,desktop,Canada,Google Search - Brand,Google Ads,2025-07-25,,0,0.0,Non-Purchaser
4096,desktop,Canada,Email Newsletter,Email,2025-08-08,2025-08-14,1,60.08,One-time Buyer
4097,mobile,UK,Instagram Influencer,Instagram,2025-07-01,,0,0.0,Non-Purchaser
4098,tablet,Australia,Google Search - Generic,Google Ads,2025-07-06,,0,0.0,Non-Purchaser
4099,desktop,USA,Google Search - Generic,Google Ads,2025-07-19,,0,0.0,Non-Purchaser
4100,desktop,USA,Google Search - Brand,Google Ads,2025-07-02,,0,0.0,Non-Purchaser
4101,desktop,UK,Google Search - Generic,Google Ads,2025-08-30,2025-09-04,1,21.55,One-time Buyer
4102,desktop,UK,Google Search - Brand,Google Ads,2025-08-03,2025-08-04,1,159.45,One-time Buyer
4103,mobile,USA,Google Search - Generic,Google Ads,2025-08-18,,0,0.0,Non-Purchaser
4104,mobile,UK,YouTube Ads,YouTube,2025-07-12,,0,0.0,Non-Purchaser
4105,desktop,USA,Organic Search,Organic,2025-07-22,,0,0.0,Non-Purchaser
4106,mobile,Canada,Facebook Ads - Retargeting,Facebook,2025-09-05,,0,0.0,Non-Purchaser
4107,mobile,India,Facebook Ads - Retargeting,Facebook,2025-12-31,2025-12-31,1,359.8,One-time Buyer
4108,mobile,UK,Email Newsletter,Email,2025-07-04,,0,0.0,Non-Purchaser
4109,desktop,USA,Instagram Influencer,Instagram,2025-11-12,,0,0.0,Non-Purchaser
4110,mobile,UK,Organic Search,Organic,2025-08-22,2025-11-23,1,127.14,One-time Buyer
4111,desktop,Canada,Google Search - Brand,Google Ads,2025-08-20,2025-08-26,1,473.54,One-time Buyer
4112,desktop,USA,Google Search - Brand,Google Ads,2025-08-12,,0,0.0,Non-Purchaser
4113,mobile,UK,Google Search - Generic,Google Ads,2025-07-05,,0,0.0,Non-Purchaser
4114,mobile,Australia,Organic Search,Organic,2025-07-06,,0,0.0,Non-Purchaser
4115,mobile,USA,Direct Traffic,Direct,2025-08-26,,0,0.0,Non-Purchaser
4116,mobile,USA,Google Search - Generic,Google Ads,2025-07-26,2025-08-06,1,29.1,One-time Buyer
4117,mobile,USA,YouTube Ads,YouTube,2025-11-30,,0,0.0,Non-Purchaser
4118,mobile,UK,Google Search - Generic,Google Ads,2025-08-01,2025-08-10,1,27.48,One-time Buyer
4119,tablet,Australia,Email Newsletter,Email,2025-07-10,2025-07-19,1,15.6,One-time Buyer
4120,mobile,UK,Google Search - Generic,Google Ads,2025-09-15,2025-09-25,1,207.27,One-time Buyer
4121,desktop,USA,Direct Traffic,Direct,2025-07-22,2025-07-25,1,131.31,One-time Buyer
4122,mobile,UK,Email Newsletter,Email,2025-08-15,2025-09-01,1,458.23,One-time Buyer
4123,desktop,UK,Google Search - Generic,Google Ads,2025-09-12,,0,0.0,Non-Purchaser
4124,mobile,UK,Facebook Ads - Retargeting,Facebook,2025-11-18,,0,0.0,Non-Purchaser
4125,desktop,USA,Google Search - Brand,Google Ads,2025-10-04,2025-11-05,1,109.37,One-time Buyer
4126,desktop,UK,Google Search - Brand,Google Ads,2025-09-07,,0,0.0,Non-Purchaser
4127,desktop,USA,Google Search - Generic,Google Ads,2025-09-08,,0,0.0,Non-Purchaser
4128,mobile,USA,Direct Traffic,Direct,2025-12-25,2025-12-31,1,13.84,One-time Buyer
4129,desktop,UK,Organic Search,Organic,2025-07-22,2025-08-10,1,40.12,One-time Buyer
4130,mobile,Australia,YouTube Ads,YouTube,2025-07-01,,0,0.0,Non-Purchaser
4131,mobile,USA,Organic Search,Organic,2025-07-20,,0,0.0,Non-Purchaser
4132,mobile,Australia,Organic Search,Organic,2025-07-15,2025-09-01,1,182.3,One-time Buyer
4133,mobile,USA,Email Newsletter,Email,2025-09-05,2025-09-09,2,249.69,Repeat Customer
4134,mobile,Canada,Organic Search,Organic,2025-08-31,,0,0.0,Non-Purchaser
4135,desktop,USA,YouTube Ads,YouTube,2025-08-24,2025-09-13,1,80.05,One-time Buyer
4136,mobile,USA,Email Newsletter,Email,2025-07-01,,0,0.0,Non-Purchaser
4137,mobile,UK,Organic Search,Organic,2025-09-18,,0,0.0,Non-Purchaser
4138,mobile,UK,Organic Search,Organic,2025-07-24,,0,0.0,Non-Purchaser
4139,desktop,Canada,YouTube Ads,YouTube,2025-09-05,,0,0.0,Non-Purchaser
4140,mobile,UK,Facebook Ads - Retargeting,Facebook,2025-08-19,,0,0.0,Non-Purchaser
4141,mobile,UK,Facebook Ads - Retargeting,Facebook,2025-07-26,2025-10-16,1,111.65,One-time Buyer
4142,desktop,India,Email Newsletter,Email,2025-07-09,2025-07-17,1,393.3,One-time Buyer
4143,mobile,UK,Google Search - Brand,Google Ads,2025-07-07,2025-07-10,1,65.8,One-time Buyer
4144,mobile,USA,Google Search - Brand,Google Ads,2025-10-17,2025-10-17,1,83.31,One-time Buyer
4145,mobile,USA,Google Search - Brand,Google Ads,2025-11-30,,0,0.0,Non-Purchaser
4146,desktop,USA,Email Newsletter,Email,2025-09-03,2025-09-04,3,985.21,Repeat Customer
4147,desktop,Canada,YouTube Ads,YouTube,2025-07-07,,0,0.0,Non-Purchaser
4148,mobile,USA,Organic Search,Organic,2025-08-01,2025-08-03,2,339.33000000000004,Repeat Customer
4149,mobile,USA,Google Search - Generic,Google Ads,2025-09-18,,0,0.0,Non-Purchaser
4150,mobile,USA,Google Search - Generic,Google Ads,2025-10-01,,0,0.0,Non-Purchaser
4151,desktop,UK,YouTube Ads,YouTube,2025-07-08,,0,0.0,Non-Purchaser
4152,desktop,USA,Instagram Influencer,Instagram,2025-07-01,,0,0.0,Non-Purchaser
4153,mobile,USA,Google Search - Brand,Google Ads,2025-09-14,,0,0.0,Non-Purchaser
4154,mobile,UK,Organic Search,Organic,2025-07-27,,0,0.0,Non-Purchaser
4155,desktop,Canada,Google Search - Generic,Google Ads,2025-07-18,,0,0.0,Non-Purchaser
4156,desktop,USA,Google Search - Brand,Google Ads,2025-07-01,2025-07-15,1,167.62,One-time Buyer
4157,desktop,UK,Organic Search,Organic,2025-08-17,,0,0.0,Non-Purchaser
4158,desktop,USA,Organic Search,Organic,2025-10-25,,0,0.0,Non-Purchaser
4159,desktop,Australia,Google Search - Brand,Google Ads,2025-12-31,2025-12-31,1,36.05,One-time Buyer
4160,mobile,USA,Direct Traffic,Direct,2025-08-20,,0,0.0,Non-Purchaser
4161,mobile,Australia,Instagram Influencer,Instagram,2025-08-14,,0,0.0,Non-Purchaser
4162,mobile,Australia,Facebook Ads - Retargeting,Facebook,2025-07-06,2025-07-14,1,213.76,One-time Buyer
4163,desktop,Canada,Organic Search,Organic,2025-08-18,,0,0.0,Non-Purchaser
4164,mobile,USA,Google Search - Generic,Google Ads,2025-07-30,,0,0.0,Non-Purchaser
4165,mobile,UK,Direct Traffic,Direct,2025-08-26,2025-09-05,1,293.25,One-time Buyer
4166,mobile,USA,Organic Search,Organic,2025-07-31,2025-08-05,1,45.87,One-time Buyer
4167,mobile,India,Direct Traffic,Direct,2025-07-17,2025-08-04,1,104.53,One-time Buyer
4168,desktop,Canada,Instagram Influencer,Instagram,2025-07-07,,0,0.0,Non-Purchaser
4169,mobile,Australia,Google Search - Generic,Google Ads,2025-07-24,2025-07-29,2,208.36,Repeat Customer
4170,mobile,UK,Organic Search,Organic,2025-07-07,2025-07-14,1,31.63,One-time Buyer
4171,desktop,UK,Organic Search,Organic,2025-07-12,,0,0.0,Non-Purchaser
4172,mobile,UK,Google Search - Generic,Google Ads,2025-12-31,,0,0.0,Non-Purchaser
4173,desktop,USA,Google Search - Generic,Google Ads,2025-08-05,,0,0.0,Non-Purchaser
4174,desktop,UK,Google Search - Generic,Google Ads,2025-08-16,2025-09-13,1,195.39,One-time Buyer
4175,desktop,UK,Email Newsletter,Email,2025-11-04,,0,0.0,Non-Purchaser
4176,desktop,Australia,Google Search - Generic,Google Ads,2025-12-31,,0,0.0,Non-Purchaser
4177,mobile,UK,Google Search - Brand,Google Ads,2025-08-23,,0,0.0,Non-Purchaser
4178,mobile,India,Direct Traffic,Direct,2025-10-11,2025-10-14,1,144.0,One-time Buyer
4179,mobile,India,Organic Search,Organic,2025-07-25,2025-08-02,1,59.59,One-time Buyer
4180,mobile,UK,Organic Search,Organic,2025-07-23,,0,0.0,Non-Purchaser
4181,mobile,USA,Email Newsletter,Email,2025-08-01,,0,0.0,Non-Purchaser
4182,mobile,UK,Organic Search,Organic,2025-09-07,,0,0.0,Non-Purchaser
4183,desktop,USA,Instagram Influencer,Instagram,2025-09-08,,0,0.0,Non-Purchaser
4184,mobile,USA,Google Search - Brand,Google Ads,2025-07-24,,0,0.0,Non-Purchaser
4185,mobile,USA,Instagram Influencer,Instagram,2025-07-09,,0,0.0,Non-Purchaser
4186,mobile,Australia,Email Newsletter,Email,2025-08-31,,0,0.0,Non-Purchaser
4187,mobile,USA,Instagram Influencer,Instagram,2025-07-09,,0,0.0,Non-Purchaser
4188,tablet,Canada,YouTube Ads,YouTube,2025-08-22,,0,0.0,Non-Purchaser
4189,mobile,India,Organic Search,Organic,2025-09-11,,0,0.0,Non-Purchaser
4190,desktop,UK,Organic Search,Organic,2025-09-12,,0,0.0,Non-Purchaser
4191,mobile,UK,Instagram Influencer,Instagram,2025-09-24,,0,0.0,Non-Purchaser
4192,mobile,Canada,YouTube Ads,YouTube,2025-11-03,2025-11-22,1,190.02,One-time Buyer
4193,mobile,USA,Direct Traffic,Direct,2025-08-12,2025-08-25,1,190.08,One-time Buyer
4194,desktop,USA,Google Search - Generic,Google Ads,2025-09-18,,0,0.0,Non-Purchaser
4195,mobile,Australia,Google Search - Generic,Google Ads,2025-08-28,2025-08-28,1,140.99,One-time Buyer
4196,mobile,USA,Email Newsletter,Email,2025-07-13,,0,0.0,Non-Purchaser
4197,mobile,Canada,Google Search - Brand,Google Ads,2025-07-02,2025-07-02,1,163.07,One-time Buyer
4198,desktop,UK,Organic Search,Organic,2025-07-21,,0,0.0,Non-Purchaser
4199,desktop,USA,Instagram Influencer,Instagram,2025-08-05,,0,0.0,Non-Purchaser
4200,mobile,Australia,Instagram Influencer,Instagram,2025-08-28,,0,0.0,Non-Purchaser
4201,mobile,Canada,Instagram Influencer,Instagram,2025-10-24,2025-10-25,1,449.0,One-time Buyer
4202,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-07-14,2025-08-12,1,141.67,One-time Buyer
4203,desktop,Australia,Organic Search,Organic,2025-07-09,,0,0.0,Non-Purchaser
4204,desktop,Canada,Google Search - Generic,Google Ads,2025-12-31,,0,0.0,Non-Purchaser
4205,desktop,UK,YouTube Ads,YouTube,2025-07-07,2025-07-14,2,373.2,Repeat Customer
4206,desktop,UK,Organic Search,Organic,2025-08-09,,0,0.0,Non-Purchaser
4207,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-08-23,2025-09-04,1,158.42,One-time Buyer
4208,desktop,UK,Organic Search,Organic,2025-08-17,,0,0.0,Non-Purchaser
4209,desktop,USA,Google Search - Brand,Google Ads,2025-07-06,2025-07-10,2,292.46999999999997,Repeat Customer
4210,mobile,UK,Google Search - Generic,Google Ads,2025-07-04,,0,0.0,Non-Purchaser
4211,mobile,UK,Email Newsletter,Email,2025-07-07,,0,0.0,Non-Purchaser
4212,tablet,India,Google Search - Generic,Google Ads,2025-08-23,2025-08-26,2,192.7,Repeat Customer
4213,mobile,Canada,Email Newsletter,Email,2025-08-17,,0,0.0,Non-Purchaser
4214,desktop,USA,Google Search - Generic,Google Ads,2025-07-17,2025-07-31,1,375.49,One-time Buyer
4215,mobile,India,Instagram Influencer,Instagram,2025-08-31,,0,0.0,Non-Purchaser
4216,mobile,UK,Google Search - Generic,Google Ads,2025-10-13,2025-11-03,2,266.78,Repeat Customer
4217,mobile,UK,Instagram Influencer,Instagram,2025-07-03,,0,0.0,Non-Purchaser
4218,mobile,USA,Email Newsletter,Email,2025-08-12,2025-08-20,1,105.01,One-time Buyer
4219,mobile,India,Facebook Ads - Retargeting,Facebook,2025-09-10,,0,0.0,Non-Purchaser
4220,mobile,Australia,Instagram Influencer,Instagram,2025-07-18,,0,0.0,Non-Purchaser
4221,desktop,Canada,Google Search - Generic,Google Ads,2025-07-23,2025-07-29,1,124.7,One-time Buyer
4222,tablet,Australia,Organic Search,Organic,2025-08-28,,0,0.0,Non-Purchaser
4223,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-11-17,,0,0.0,Non-Purchaser
4224,mobile,India,Organic Search,Organic,2025-10-10,2025-10-22,1,133.11,One-time Buyer
4225,mobile,UK,Google Search - Generic,Google Ads,2025-08-23,,0,0.0,Non-Purchaser
4226,mobile,USA,Google Search - Generic,Google Ads,2025-09-18,2025-10-09,2,137.98000000000002,Repeat Customer
4227,mobile,Canada,Google Search - Brand,Google Ads,2025-07-28,2025-07-30,1,51.39,One-time Buyer
4228,mobile,Canada,Email Newsletter,Email,2025-09-01,,0,0.0,Non-Purchaser
4229,mobile,USA,Google Search - Generic,Google Ads,2025-08-08,,0,0.0,Non-Purchaser
4230,mobile,USA,Google Search - Brand,Google Ads,2025-07-13,2025-09-06,1,278.22,One-time Buyer
4231,mobile,USA,Google Search - Generic,Google Ads,2025-09-12,,0,0.0,Non-Purchaser
4232,desktop,USA,Google Search - Generic,Google Ads,2025-08-19,2025-08-21,2,219.64,Repeat Customer
4233,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-07-28,2025-08-03,1,60.1,One-time Buyer
4234,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-11-25,,0,0.0,Non-Purchaser
4235,desktop,USA,Google Search - Brand,Google Ads,2025-07-02,,0,0.0,Non-Purchaser
4236,tablet,Australia,YouTube Ads,YouTube,2025-07-24,,0,0.0,Non-Purchaser
4237,desktop,Canada,Google Search - Brand,Google Ads,2025-07-04,2025-07-26,1,206.69,One-time Buyer
4238,mobile,USA,Organic Search,Organic,2025-09-27,2025-11-06,1,171.32,One-time Buyer
4239,mobile,Australia,Google Search - Generic,Google Ads,2025-09-12,2025-09-18,1,25.72,One-time Buyer
4240,mobile,UK,Instagram Influencer,Instagram,2025-07-25,,0,0.0,Non-Purchaser
4241,desktop,UK,YouTube Ads,YouTube,2025-09-07,,0,0.0,Non-Purchaser
4242,desktop,UK,Organic Search,Organic,2025-07-31,2025-08-08,1,85.61,One-time Buyer
4243,desktop,USA,Instagram Influencer,Instagram,2025-09-25,,0,0.0,Non-Purchaser
4244,mobile,USA,Organic Search,Organic,2025-08-06,2025-08-13,1,144.8,One-time Buyer
4245,desktop,USA,Organic Search,Organic,2025-08-02,2025-08-11,1,32.18,One-time Buyer
4246,mobile,UK,Google Search - Generic,Google Ads,2025-12-14,2025-12-26,2,201.56,Repeat Customer
4247,mobile,UK,Email Newsletter,Email,2025-07-18,2025-08-01,1,104.85,One-time Buyer
4248,desktop,Canada,Email Newsletter,Email,2025-07-08,,0,0.0,Non-Purchaser
4249,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-08-23,2025-09-23,1,117.98,One-time Buyer
4250,tablet,Canada,Organic Search,Organic,2025-12-31,2025-12-31,1,266.52,One-time Buyer
4251,mobile,UK,Google Search - Brand,Google Ads,2025-07-29,,0,0.0,Non-Purchaser
4252,desktop,Australia,Organic Search,Organic,2025-07-04,,0,0.0,Non-Purchaser
4253,mobile,USA,Instagram Influencer,Instagram,2025-07-26,,0,0.0,Non-Purchaser
4254,desktop,India,Email Newsletter,Email,2025-08-13,2025-08-20,2,244.64000000000001,Repeat Customer
4255,desktop,India,Facebook Ads - Retargeting,Facebook,2025-07-11,2025-09-12,1,98.11,One-time Buyer
4256,desktop,UK,Google Search - Generic,Google Ads,2025-09-04,2025-09-05,1,264.48,One-time Buyer
4257,mobile,Canada,Facebook Ads - Retargeting,Facebook,2025-12-31,2025-12-31,1,39.27,One-time Buyer
4258,desktop,USA,Email Newsletter,Email,2025-08-06,2025-08-11,1,131.29,One-time Buyer
4259,mobile,Australia,Direct Traffic,Direct,2025-07-27,,0,0.0,Non-Purchaser
4260,mobile,USA,Google Search - Generic,Google Ads,2025-08-01,,0,0.0,Non-Purchaser
4261,mobile,UK,Google Search - Brand,Google Ads,2025-07-08,2025-07-18,1,20.85,One-time Buyer
4262,desktop,USA,Google Search - Brand,Google Ads,2025-11-09,2025-12-11,1,65.58,One-time Buyer
4263,mobile,USA,Organic Search,Organic,2025-08-02,2025-08-06,2,226.02,Repeat Customer
4264,desktop,UK,YouTube Ads,YouTube,2025-07-30,2025-07-31,1,261.21,One-time Buyer
4265,desktop,India,Google Search - Generic,Google Ads,2025-09-04,2025-09-08,1,114.06,One-time Buyer
4266,mobile,UK,Email Newsletter,Email,2025-08-05,2025-09-27,1,140.96,One-time Buyer
4267,desktop,Australia,Email Newsletter,Email,2025-09-02,2025-09-30,1,130.2,One-time Buyer
4268,mobile,UK,Google Search - Generic,Google Ads,2025-07-04,,0,0.0,Non-Purchaser
4269,desktop,USA,Organic Search,Organic,2025-10-11,,0,0.0,Non-Purchaser
4270,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-12-20,2025-12-20,1,149.1,One-time Buyer
4271,mobile,Canada,Organic Search,Organic,2025-09-02,2025-09-14,1,90.0,One-time Buyer
4272,mobile,USA,Instagram Influencer,Instagram,2025-12-31,,0,0.0,Non-Purchaser
4273,mobile,UK,Organic Search,Organic,2025-07-11,2025-08-28,1,68.85,One-time Buyer
4274,mobile,USA,Organic Search,Organic,2025-08-09,2025-08-14,2,273.74,Repeat Customer
4275,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-08-26,2025-08-30,1,140.6,One-time Buyer
4276,mobile,Canada,Google Search - Generic,Google Ads,2025-08-23,,0,0.0,Non-Purchaser
4277,mobile,UK,Email Newsletter,Email,2025-08-01,,0,0.0,Non-Purchaser
4278,mobile,USA,Google Search - Brand,Google Ads,2025-07-26,,0,0.0,Non-Purchaser
4279,desktop,USA,Google Search - Generic,Google Ads,2025-07-09,,0,0.0,Non-Purchaser
4280,mobile,USA,Organic Search,Organic,2025-07-31,,0,0.0,Non-Purchaser
4281,desktop,USA,Google Search - Generic,Google Ads,2025-07-11,,0,0.0,Non-Purchaser
4282,desktop,UK,Email Newsletter,Email,2025-09-19,,0,0.0,Non-Purchaser
4283,desktop,UK,Email Newsletter,Email,2025-07-15,,0,0.0,Non-Purchaser
4284,desktop,USA,Organic Search,Organic,2025-07-04,,0,0.0,Non-Purchaser
4285,mobile,USA,Google Search - Brand,Google Ads,2025-08-19,2025-09-05,1,49.24,One-time Buyer
4286,desktop,USA,Google Search - Generic,Google Ads,2025-08-25,2025-08-26,1,38.98,One-time Buyer
4287,mobile,USA,Google Search - Generic,Google Ads,2025-11-03,2025-11-29,1,69.6,One-time Buyer
4288,desktop,UK,Google Search - Generic,Google Ads,2025-08-22,2025-09-03,1,126.87,One-time Buyer
4289,desktop,USA,Google Search - Generic,Google Ads,2025-07-26,,0,0.0,Non-Purchaser
4290,mobile,USA,Google Search - Generic,Google Ads,2025-10-08,2025-10-12,1,21.28,One-time Buyer
4291,desktop,Canada,Email Newsletter,Email,2025-08-17,2025-08-28,1,58.67,One-time Buyer
4292,mobile,USA,Google Search - Generic,Google Ads,2025-07-06,,0,0.0,Non-Purchaser
4293,mobile,UK,Facebook Ads - Retargeting,Facebook,2025-08-20,2025-08-29,2,450.38,Repeat Customer
4294,mobile,UK,Organic Search,Organic,2025-11-23,,0,0.0,Non-Purchaser
4295,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-07-31,,0,0.0,Non-Purchaser
4296,desktop,Canada,Email Newsletter,Email,2025-07-22,2025-08-01,1,420.35,One-time Buyer
4297,desktop,UK,YouTube Ads,YouTube,2025-07-10,,0,0.0,Non-Purchaser
4298,mobile,UK,Facebook Ads - Retargeting,Facebook,2025-07-11,,0,0.0,Non-Purchaser
4299,mobile,Canada,Google Search - Generic,Google Ads,2025-08-04,,0,0.0,Non-Purchaser
4300,desktop,India,Google Search - Brand,Google Ads,2025-08-25,2025-08-27,1,155.53,One-time Buyer
4301,mobile,Australia,Organic Search,Organic,2025-07-06,,0,0.0,Non-Purchaser
4302,desktop,UK,Organic Search,Organic,2025-12-19,,0,0.0,Non-Purchaser
4303,mobile,India,Direct Traffic,Direct,2025-09-24,2025-09-28,2,253.63,Repeat Customer
4304,mobile,USA,Organic Search,Organic,2025-08-23,2025-09-03,1,48.3,One-time Buyer
4305,mobile,UK,Google Search - Brand,Google Ads,2025-10-16,,0,0.0,Non-Purchaser
4306,desktop,USA,Google Search - Generic,Google Ads,2025-07-06,2025-07-14,1,116.61,One-time Buyer
4307,mobile,USA,Google Search - Brand,Google Ads,2025-08-09,2025-08-11,1,99.39,One-time Buyer
4308,mobile,UK,Google Search - Brand,Google Ads,2025-08-30,,0,0.0,Non-Purchaser
4309,mobile,Canada,Organic Search,Organic,2025-10-16,,0,0.0,Non-Purchaser
4310,mobile,USA,Instagram Influencer,Instagram,2025-10-02,,0,0.0,Non-Purchaser
4311,mobile,Canada,Google Search - Brand,Google Ads,2025-07-20,2025-07-30,1,95.32,One-time Buyer
4312,mobile,UK,Facebook Ads - Retargeting,Facebook,2025-12-20,,0,0.0,Non-Purchaser
4313,desktop,USA,Organic Search,Organic,2025-07-09,2025-07-13,1,343.67,One-time Buyer
4314,mobile,USA,Google Search - Brand,Google Ads,2025-11-04,,0,0.0,Non-Purchaser
4315,desktop,USA,Google Search - Generic,Google Ads,2025-12-31,,0,0.0,Non-Purchaser
4316,desktop,USA,Google Search - Generic,Google Ads,2025-07-12,2025-07-19,1,165.87,One-time Buyer
4317,mobile,UK,Organic Search,Organic,2025-09-17,2025-09-26,1,202.77,One-time Buyer
4318,mobile,USA,Organic Search,Organic,2025-07-03,2025-07-08,2,319.73,Repeat Customer
4319,desktop,USA,Google Search - Generic,Google Ads,2025-08-01,,0,0.0,Non-Purchaser
4320,mobile,Canada,Google Search - Generic,Google Ads,2025-08-14,,0,0.0,Non-Purchaser
4321,mobile,UK,Google Search - Generic,Google Ads,2025-08-23,,0,0.0,Non-Purchaser
4322,mobile,USA,Email Newsletter,Email,2025-12-15,,0,0.0,Non-Purchaser
4323,desktop,USA,Google Search - Brand,Google Ads,2025-09-07,,0,0.0,Non-Purchaser
4324,mobile,USA,Organic Search,Organic,2025-08-10,,0,0.0,Non-Purchaser
4325,tablet,Canada,Google Search - Brand,Google Ads,2025-10-10,,0,0.0,Non-Purchaser
4326,desktop,India,Organic Search,Organic,2025-12-31,,0,0.0,Non-Purchaser
4327,mobile,Canada,Organic Search,Organic,2025-07-02,,0,0.0,Non-Purchaser
4328,mobile,USA,Google Search - Generic,Google Ads,2025-12-31,,0,0.0,Non-Purchaser
4329,mobile,Canada,Instagram Influencer,Instagram,2025-07-06,2025-07-25,1,273.08,One-time Buyer
4330,mobile,USA,YouTube Ads,YouTube,2025-10-11,,0,0.0,Non-Purchaser
4331,mobile,USA,Instagram Influencer,Instagram,2025-07-21,,0,0.0,Non-Purchaser
4332,mobile,USA,Google Search - Generic,Google Ads,2025-07-09,2025-07-19,2,60.53,Repeat Customer
4333,mobile,Canada,Facebook Ads - Retargeting,Facebook,2025-08-05,2025-08-20,1,36.08,One-time Buyer
4334,mobile,UK,YouTube Ads,YouTube,2025-09-01,,0,0.0,Non-Purchaser
4335,mobile,UK,Organic Search,Organic,2025-07-30,,0,0.0,Non-Purchaser
4336,tablet,Canada,Google Search - Generic,Google Ads,2025-07-04,,0,0.0,Non-Purchaser
4337,mobile,USA,Email Newsletter,Email,2025-08-25,2025-08-30,1,197.76,One-time Buyer
4338,tablet,USA,Email Newsletter,Email,2025-11-19,2025-11-21,2,168.16,Repeat Customer
4339,mobile,UK,Email Newsletter,Email,2025-07-30,,0,0.0,Non-Purchaser
4340,mobile,UK,Email Newsletter,Email,2025-07-15,2025-07-17,1,52.17,One-time Buyer
4341,mobile,Canada,Instagram Influencer,Instagram,2025-08-05,,0,0.0,Non-Purchaser
4342,mobile,USA,Email Newsletter,Email,2025-07-04,,0,0.0,Non-Purchaser
4343,mobile,Canada,Google Search - Generic,Google Ads,2025-10-13,,0,0.0,Non-Purchaser
4344,desktop,USA,Google Search - Generic,Google Ads,2025-10-15,,0,0.0,Non-Purchaser
